	sample_30099	sample_30104	sample_30227	sample_30238	sample_30254	sample_30267	sample_30284	sample_30298	sample_30309	sample_30327	sample_30367	sample_30369	sample_30371	sample_30373	sample_30374	sample_30380	sample_30399	sample_30446	sample_30453	sample_30458	sample_30483	sample_30496	sample_30497	sample_30498	sample_30523	sample_30525	sample_30526	sample_30533	sample_30535	sample_30537	sample_30540	sample_30566	sample_30577	sample_30603	sample_30617	sample_30622	sample_30626	sample_30627	sample_30632	sample_30640	sample_30655	sample_30658	sample_30667	sample_30677	sample_30679	sample_30680	sample_30681	sample_30683	sample_30686	sample_30687	sample_30690	sample_30692	sample_30693	sample_30694	sample_30695	sample_30698	sample_30700	sample_30704	sample_30706	sample_30710	sample_30713	sample_30718	sample_30722	sample_30724	sample_30727	sample_30735	sample_30736	sample_30737	sample_30740	sample_30751	sample_30752	sample_30757	sample_30764	sample_30766	sample_30767	sample_30769	sample_30770	sample_30772	sample_30773	sample_30776	sample_30778	sample_30779	sample_30780	sample_30781	sample_30783	sample_30785	sample_30792	sample_30793	sample_30818	sample_30819	sample_30823	sample_30828	sample_30836	sample_30837	sample_30844	sample_30845	sample_30851	sample_30852	sample_30858	sample_30859	sample_30874	sample_30878	sample_30881	sample_30883	sample_30884	sample_30885	sample_30886	sample_30890	sample_30892	sample_30896	sample_30897	sample_30899	sample_30903	sample_30907	sample_30910	sample_30912	sample_30913	sample_30916	sample_30918	sample_30920	sample_30931	sample_30942	sample_30944	sample_30949	sample_30965	sample_30977	sample_30982	sample_30993	sample_30997	sample_30998	sample_31001	sample_31009	sample_31026	sample_31040	sample_31062	sample_31065	sample_31069	sample_31071	sample_31072	sample_31081	sample_31095	sample_31097	sample_31101	sample_31114	sample_31118	sample_31120	sample_31121	sample_31136	sample_31142	sample_31143	sample_31150	sample_31156	sample_31176	sample_31177	sample_31184	sample_31194	sample_31201	sample_31204	sample_31211	sample_31229	sample_31232	sample_31240	sample_31242	sample_31243	sample_31252	sample_31256	sample_31264	sample_31269	sample_31271	sample_31272	sample_31273	sample_31274	sample_31278	sample_31279	sample_31280	sample_31281	sample_31282	sample_31284	sample_31288	sample_31291	sample_31295	sample_31298	sample_31302	sample_31303	sample_31306	sample_31307	sample_31310	sample_31315	sample_31335	sample_31379	sample_31383	sample_31386	sample_31404	sample_31407	sample_31422	sample_31424	sample_31430	sample_31431	sample_31437	sample_31441	sample_31442	sample_31445	sample_31453	sample_31454	sample_31458	sample_31462	sample_31463	sample_31468	sample_31470	sample_31471	sample_31472	sample_75007	sample_75029	sample_75049
Holdemanella	157	35	0	0	808	0	3224	0	3955	1414	19	0	0	0	0	0	1307	2461	0	0	73	0	0	6084	0	9495	370	0	0	0	2543	0	0	0	15	4244	4114	9	0	81	0	0	0	1173	993	1492	2374	0	0	8328	175	0	0	37	0	0	0	0	33	7156	0	3160	0	0	0	0	0	0	872	0	0	0	0	365	112	0	14	5540	11358	0	0	0	0	0	0	1256	0	0	0	0	0	0	99	1586	0	0	0	5959	0	621	0	0	523	0	0	0	651	0	0	2	0	804	0	0	0	0	0	0	0	0	141	0	0	895	0	1682	4542	0	0	0	0	0	0	0	0	300	78	9	0	3298	0	478	0	97	0	0	0	0	0	0	0	4878	0	31	57	0	0	0	0	0	0	0	0	0	11	0	5609	0	475	7	553	0	0	0	375	56	0	0	0	11577	0	0	0	0	0	6378	0	3	275	56	0	750	0	397	13447	0	0	0	0	0	0	0	4	0	51	6	0	0	0	0	485	45	3890	0
Holdemania	0	0	66	0	65	8	0	5	0	0	0	9	7	68	0	2	3	6	7	58	9	0	5	6	91	3	25	6	13	0	0	0	12	7	7	0	0	0	0	2	0	19	74	10	22	0	12	18	188	0	17	11	333	19	0	0	8	8	16	8	120	18	0	15	4	0	9	0	0	16	0	28	5	10	36	0	16	43	0	0	7	0	19	0	10	15	41	24	7	23	42	3	12	12	20	0	10	75	22	5	0	0	0	10	10	42	0	37	0	7	5	8	31	0	15	0	9	0	9	0	0	0	0	73	21	0	0	0	56	0	0	41	29	29	76	0	0	20	9	0	8	15	18	9	0	2	40	9	13	15	6	0	13	4	0	53	0	0	5	7	13	29	44	18	51	0	0	4	0	0	0	59	0	5	4	0	4	11	0	0	10	7	16	0	0	16	0	0	0	14	6	2	0	0	8	0	0	16	8	3	0	18	0	0	0	32	5	27	0	7	6	6	0	19
Kandleria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Merdibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Solobacterium	5	0	16	0	0	3	246	0	4	193	0	0	6	0	0	0	0	0	6	0	11	0	0	7	0	82	300	0	0	0	39	0	0	0	2	0	0	0	0	131	0	11	0	5	0	0	0	2	0	9	0	22	5	16	5	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1060	0	8	0	7	1707	1370	0	5	0	0	0	2	0	0	2	65	3	0	558	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0	173	0	0	6	0	0	12	0	0	0	0	0	0	12	10	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	5	36	0	4	2	2	38	34	0	0	3	0	0	2	7	4	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Turicibacter	125	258	9	0	0	210	1085	320	829	74	0	660	1505	61	14	0	40	1748	94	35	48	60	0	26	0	321	0	6	18	32	910	32	0	0	0	2984	146	251	0	13	0	111	44	32	261	51	0	22	77	0	0	78	24	70	0	80	6	0	72	366	0	21	201	55	45	54	179	303	0	770	0	36	50	30	0	12	0	0	1073	532	0	77	64	229	76	20	1446	0	0	0	19	339	0	283	111	0	0	39	535	928	24	16	853	321	306	770	64	1795	0	11	393	65	0	10	11	271	268	0	16	0	0	15	7	121	212	42	40	0	0	239	1218	30	11	22	0	0	0	3	0	39	1137	0	0	26	0	33	20	127	15	0	0	2100	54	3564	149	0	0	1199	2279	124	5	181	171	152	123	0	45	18	25	0	17	151	240	0	39	0	21	23	0	4	11	0	179	19	616	20	0	67	36	26	103	7	5	90	197	0	0	105	0	29	32	244	93	4	0	0	234	27	89	0	7	0	239	13
Firmicutes_bacterium_CAG.56	0	0	116	0	1701	240	797	0	103	0	0	96	0	0	53	0	39	290	0	7558	17	0	0	13	116	0	17	11	0	94	0	77	52	16	86	152	142	36	0	20	7	136	0	46	7	27	13	411	0	158	29	0	0	66	32	0	53	0	51	78	19	46	0	25	9	0	0	0	0	150	65	17	15	0	0	174	6	413	42	9	0	608	959	203	172	83	61	2153	105	0	177	675	134	202	95	248	0	21	0	0	0	0	132	0	10	0	0	601	73	96	471	191	0	0	0	112	115	0	46	0	45	0	818	0	46	130	655	35	209	35	20	274	377	0	0	0	1196	218	0	146	102	131	43	253	0	0	0	75	0	13	52	233	45	136	673	0	0	69	104	112	0	43	4057	180	220	0	189	194	11	50	0	30	0	56	23	18	210	276	903	19	141	80	244	19	89	500	0	139	12	0	787	568	0	44	0	629	158	0	0	0	90	23	0	0	104	0	16	0	33	42	238	19	0	40
Succinispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Acidaminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	24	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	9	0	0	0	0	0	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	106	0	0	0	0	193	0	0	0	0	825	2250	0	0	0
Phascolarctobacterium	0	11	5	0	56	57	64	6	0	15	1895	381	69	523	67	550	246	665	46	3411	1360	0	203	36	3710	5	15	2311	791	16	0	9	30763	112	10	11	320	0	925	0	388	97	5930	5	122	587	0	6681	4182	226	148	502	0	1279	82	0	359	23	2261	54	9	0	0	168	223	0	13	0	0	248	11	95	0	467	72	174	1339	3980	9	99	410	37	517	47	0	290	0	1469	493	67	214	0	22	329	2	0	223	1301	503	127	90	8	68	290	167	117	0	136	374	13	26	375	368	4875	25	8	1467	0	3883	30	5890	8	1489	47	2451	13	7	0	1639	0	87	147	0	156	10192	1474	2751	291	0	195	1612	1865	62	80	1703	177	0	411	2189	1302	6720	99	150	23	225	11	29	1306	18	1280	0	8876	135	4492	2421	29	0	20	0	7	2	752	0	7179	7220	411	160	3836	439	15	2820	16089	5649	0	665	60	0	3055	23251	0	1112	638	101	911	0	3186	21723	1215	4382	11277	24805	30380	45005	0	453	0	1875	868	15391	936	97	8462	45	77
Succiniclasticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	0	0	0	0	0	0	0	0	0	7	0	0	50	0	2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allisonella	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	31	52	0	0	0	19	0	0	0	80	8	225	38	18	0	6	0	0	0	0	64	23	0	0	0	7	0	0	15	0	51	11	0	0	0	0	33	88	32	9	0	0	12	0	0	0	0	0	0	13	0	0	0	15	0	0	0	0	0	0	0	0	0	0	43	22	33	0	0	0	0	0	0	0	0	26	0	11	10	0	0	0	31	0	0	57	0	0	0	0	0	0	0	0	0	0	37	15	60	0	0	0	0	0	24	8	259	0	25	0	153	0	0	15	11	0	0	0	0	0	39	0	0	0	0	0	17	16	0	0	0	0	0	0	4	0	170	0	0	9	59	0	0	0	0	0	0	0	43	0	0	245	84	20	7	61	0	0	0	18	0	0	0	0	119	0	0	0	0	0	13	0	48	83	45	466	0	0	8	0	0	0	0	0	165	0	569	0	0	88	0	0	14	0	13	117	130	7	159
Anaeroglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Anaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0
Dialister	72	0	48	0	7562	0	2173	25	1459	735	23	2981	811	778	171	0	0	0	525	0	321	6	0	671	0	2537	23092	6575	22438	1125	1011	0	0	7206	885	396	1662	1382	42	526	239	1442	0	2671	6414	27	0	1322	48	1559	0	914	26404	555	190	22	0	247	191	4064	8102	6120	109	0	186	275	0	44	26	30	198	556	6873	1181	34	0	18646	0	801	4034	9	0	5	5	5573	42	94	0	9186	322	2536	810	2507	0	3100	0	0	30	157	0	897	0	0	0	7	0	125	490	7325	113	1577	0	30	0	0	379	48	1212	0	4331	13	35	2124	11690	288	9727	44	1092	2196	931	11	13	63	41	0	0	0	50	1185	0	294	0	1735	0	0	184	2140	7	0	17692	0	19	28	183	3613	17663	13	110	129	0	150	27	0	0	78	15	5283	1434	976	38644	9142	44	398	12428	1249	5973	4961	560	0	400	1639	0	4064	855	0	1230	1101	0	8525	6671	5509	2132	445	5094	2088	9	347	18	2508	7988	0	0	0	14	1732	7515	3624	2286	0	8148	13398	4464	17	3575
Megamonas	5	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	25	0	0	8	0	0	440	0	0	0	0	0	0	0	220	0	16	900	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3517	0	0	0	0	40	0	0	0	0	0	0	0	32	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16939	0	0	0	64	3	0	0	931	0	0	0	0	0	148	0	0	0
Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	45	0	3	0	0	0	0	0	0	0	9896	0	0	898	203	0	4	0	0	0	0	0	0	1519	9	0	0	0	0	3	0	0	0	0	0	0	0	0	28	26	2	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	1694	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	573	0	0	0	0	0	0	0	0	0	0	244	175	0	113	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	65	19	0	0	6	0	0	0	15	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	42	0	15	0	0	0	13	0	0	0	0	147	0	0	0	5183	274	0	476	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	3952	8	0	15	12	0	200	63	0	0	22368	0	0	30	113	1689	0	0	0	0	0	0	0	582	40
Mitsuokella	0	0	0	0	0	0	0	0	0	26	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	1221	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	12	0	0	0	0	99	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Negativicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15	0	0
Selenomonas_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	15
Selenomonas_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella	73	110	64	111	0	32	17	0	0	19	19	15	49	0	10	0	664	0	167	35	42	5	24	66	5	17	1408	261	168	50	14042	27	113	106	105	289	96	226	86	585	148	307	82	254	39	127	113	36	0	112	12	85	52	72	497	329	301	0	258	168	54	18	15	0	12	411	0	15	19	0	0	0	0	0	0	19	624	168	0	13	0	0	42	0	295	246	1094	163	197	0	75	178	4655	233	0	162	13	79	5	27	26	0	517	22	14	7	0	104	287	20	160	19	439	22	15	7	14	10	185	118	73	68	233	22	0	225	582	121	99	1960	10	13	470	2154	255	393	1231	5	77	12	3535	20	27	29	3367	62	390	0	175	307	25	1723	33	492	13385	2178	1773	73	402	286	38	28	149	22	71	6582	8	26	12	20	167	19	3774	266	54	1472	613	160	52	29	91	64	949	0	0	1228	21	1340	1173	5209	3705	110	68	37	0	25485	8199	23	737	13	1110	513	3854	28278	480	79	2845	224	1672	931	17	1579	0	17763
Cetobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	21	6	0	0	0	0	0	0	0	0	0	211	0	25	0	0	0	0	10	0	0	0	0	0	0	36	0	0	0	0	586	0	0	0	3	238	0	0	14	0	0	0	55	6	6	44	53	3	0	0	0	32	0	19	0	0	0	0	11	0	6995	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	41	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	25	0	0	0	0	0	0	479	52	0	60	0	9	0	0	25	0	0	0	2	0	0	0	10	0	3	0	0	0	0	6	0	0	19	0	0	0	0	0	19	0	0	13	0	13	0	0	0	0	0	5	0	0	0	0	0	0	0	11	0	0	0	0	6	7	4	0	0	92	7	0	1174	0	0	9	21	0	0	0	7	0	0	457	0	5	27	3	0	13	0	0	0	5
Leptotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	94	47	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	16	0	0	0	0	10	0	0	165	0	0	10	0	0	0	0	0	0	57
Sneathia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Victivallis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	5	0	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	3	25	89	0	0	0	0	0	0	0	0	0	0	0	0
